file	model	lh_fel	tree_fel	blA_fel	blB_fel	blC_fel	blD_fel	blM_fel	lh_far	tree_far	blA_far	blC_far	blB_far	blD_far	blM_far	lh_oth	tree_oth	blA_oth	blD_oth	blB_oth	blC_oth	blM_oth
quartet012_A-Strepsiptera_B-Meloe_C-Drosophila_D-Polistes.phy	JC	-2271.7	(A:0.1669820463,B:0.0230895713,(C:0.1177720870,D:0.0196790882):0.0118539287);	0.1669820463	0.0230895713	0.1177720870	0.0196790882	0.0118539287	-2266.3419473857	(A:0.1515711670,C:0.0974934963,(B:0.0314288175,D:0.0222190143):0.0254569248);	0.1515711670	0.0974934963	0.0314288175	0.0222190143	0.0254569248	-2273.9909993480	(A:0.1698042323,D:0.0179983752,(B:0.0271910180,C:0.1172536964):0.0095980271);	0.1698042323	0.0179983752	0.0271910180	0.1172536964	0.0095980271
quartet013_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Flea.phy	JC	-2429.68	(A:0.1720702729,B:0.0153155331,(C:0.2108573932,D:0.0215267924):0.0102929185);	0.1720702729	0.0153155331	0.2108573932	0.0215267924	0.0102929185	-2414.8418368993	(A:0.1352874381,C:0.1776384725,(B:0.0184857537,D:0.0276406994):0.0418000878);	0.1352874381	0.1776384725	0.0184857537	0.0276406994	0.0418000878	-2431.5322073224	(A:0.1713124324,D:0.0247147953,(B:0.0153915537,C:0.2132774740):0.0070616572);	0.1713124324	0.0247147953	0.0153915537	0.2132774740	0.0070616572
quartet014_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Scorpionfly.phy	JC	-2450.6	(A:0.1678301269,B:0.0201134681,(C:0.2115026879,D:0.0272797672):0.0080083951);	0.1678301269	0.0201134681	0.2115026879	0.0272797672	0.0080083951	-2435.3293110459	(A:0.1329782256,C:0.1795924038,(B:0.0221226855,D:0.0318656833):0.0394657468);	0.1329782256	0.1795924038	0.0221226855	0.0318656833	0.0394657468	-2448.9390529341	(A:0.1659331691,D:0.0274140830,(B:0.0172602339,C:0.2121509544):0.0106249690);	0.1659331691	0.0274140830	0.0172602339	0.2121509544	0.0106249690
quartet015_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Lacewing.phy	JC	-2397.81	(A:0.1733852256,B:0.0130005633,(C:0.2176101283,D:0.0154323298):0.0069243207);	0.1733852256	0.0130005633	0.2176101283	0.0154323298	0.0069243207	-2379.8325697582	(A:0.1334747524,C:0.1804173170,(B:0.0149414433,D:0.0197216264):0.0447817659);	0.1334747524	0.1804173170	0.0149414433	0.0197216264	0.0447817659	-2396.7489100167	(A:0.1723114635,D:0.0162810922,(B:0.0101633771,C:0.2185461972):0.0088538683);	0.1723114635	0.0162810922	0.0101633771	0.2185461972	0.0088538683
quartet016_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Antlion.phy	JC	-2418.39	(A:0.1723766714,B:0.0137678620,(C:0.2157237351,D:0.0195177025):0.0085451761);	0.1723766714	0.0137678620	0.2157237351	0.0195177025	0.0085451761	-2401.4375917782	(A:0.1331181891,C:0.1801554515,(B:0.0157446808,D:0.0252526341):0.0442008132);	0.1331181891	0.1801554515	0.0157446808	0.0252526341	0.0442008132	-2418.6133365141	(A:0.1710587586,D:0.0218406797,(B:0.0110626245,C:0.2182248021):0.0088967852);	0.1710587586	0.0218406797	0.0110626245	0.2182248021	0.0088967852
quartet017_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Sawfly.phy	JC	-2377.7	(A:0.1717443724,B:0.0136550430,(C:0.2203945987,D:0.0123876385):0.0038470855);	0.1717443724	0.0136550430	0.2203945987	0.0123876385	0.0038470855	-2358.8805391515	(A:0.1321423434,C:0.1826637509,(B:0.0151055193,D:0.0143790572):0.0439384511);	0.1321423434	0.1826637509	0.0151055193	0.0143790572	0.0439384511	-2373.6186853512	(A:0.1708642985,D:0.0102747728,(B:0.0092172149,C:0.2190594270):0.0103551776);	0.1708642985	0.0102747728	0.0092172149	0.2190594270	0.0103551776
quartet018_A-Strepsiptera_B-Tenebrio_C-Aedes_D-Polistes.phy	JC	-2406.53	(A:0.1704214264,B:0.0159617241,(C:0.2140114865,D:0.0140262971):0.0101820169);	0.1704214264	0.0159617241	0.2140114865	0.0140262971	0.0101820169	-2392.4249234969	(A:0.1338407527,C:0.1796033674,(B:0.0195523119,D:0.0200980855):0.0425789438);	0.1338407527	0.1796033674	0.0195523119	0.0200980855	0.0425789438	-2408.1398718284	(A:0.1711488628,D:0.0165898805,(B:0.0140342896,C:0.2154214156):0.0096836334);	0.1711488628	0.0165898805	0.0140342896	0.2154214156	0.0096836334
quartet019_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Flea.phy	JC	-2276.82	(A:0.1714474334,B:0.0175664940,(C:0.1291077929,D:0.0182749306):0.0107788994);	0.1714474334	0.0175664940	0.1291077929	0.0182749306	0.0107788994	-2263.0043176346	(A:0.1459303759,C:0.1006787331,(B:0.0238265319,D:0.0218729281):0.0337529441);	0.1459303759	0.1006787331	0.0238265319	0.0218729281	0.0337529441	-2281.1643572570	(A:0.1737268862,D:0.0209005094,(B:0.0227312496,C:0.1304889691):0.0028834057);	0.1737268862	0.0209005094	0.0227312496	0.1304889691	0.0028834057
quartet020_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Scorpionfly.phy	JC	-2285.7	(A:0.1666986016,B:0.0227205361,(C:0.1235854574,D:0.0169437161):0.0155753629);	0.1666986016	0.0227205361	0.1235854574	0.0169437161	0.0155753629	-2277.7975846218	(A:0.1470349832,C:0.0986803818,(B:0.0320319501,D:0.0216667534):0.0304852457);	0.1470349832	0.0986803818	0.0320319501	0.0216667534	0.0304852457	-2292.5122323232	(A:0.1709633866,D:0.0201920216,(B:0.0299758551,C:0.1242036567):0.0050324278);	0.1709633866	0.0201920216	0.0299758551	0.1242036567	0.0050324278
quartet021_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Lacewing.phy	JC	-2243.66	(A:0.1726457341,B:0.0151510434,(C:0.1340019187,D:0.0107271121):0.0089172274);	0.1726457341	0.0151510434	0.1340019187	0.0107271121	0.0089172274	-2227.9697325236	(A:0.1451407370,C:0.1023903237,(B:0.0210202243,D:0.0133361078):0.0365135077);	0.1451407370	0.1023903237	0.0210202243	0.0133361078	0.0365135077	-2247.3730228211	(A:0.1755095868,D:0.0119658916,(B:0.0190122740,C:0.1341978814):0.0038218850);	0.1755095868	0.0119658916	0.0190122740	0.1341978814	0.0038218850
quartet022_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Antlion.phy	JC	-2264.19	(A:0.1716182033,B:0.0158976883,(C:0.1322497235,D:0.0144923131):0.0108870625);	0.1716182033	0.0158976883	0.1322497235	0.0144923131	0.0108870625	-2250.0376608222	(A:0.1449873183,C:0.1019402457,(B:0.0223902309,D:0.0182490557):0.0359747087);	0.1449873183	0.1019402457	0.0223902309	0.0182490557	0.0359747087	-2269.5062354953	(A:0.1746856404,D:0.0170271068,(B:0.0206012546,C:0.1336022334):0.0036806211);	0.1746856404	0.0170271068	0.0206012546	0.1336022334	0.0036806211
quartet023_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Sawfly.phy	JC	-2227.12	(A:0.1712491833,B:0.0158647228,(C:0.1380555663,D:0.0079913600):0.0058411414);	0.1712491833	0.0158647228	0.1380555663	0.0079913600	0.0058411414	-2210.5051401396	(A:0.1434799512,C:0.1063680748,(B:0.0198782763,D:0.0095467414):0.0363974919);	0.1434799512	0.1063680748	0.0198782763	0.0095467414	0.0363974919	-2226.8222423027	(A:0.1731379116,D:0.0071559043,(B:0.0165449646,C:0.1362030776):0.0059986782);	0.1731379116	0.0071559043	0.0165449646	0.1362030776	0.0059986782
quartet024_A-Strepsiptera_B-Tenebrio_C-Drosophila_D-Polistes.phy	JC	-2245.76	(A:0.1687998697,B:0.0189836624,(C:0.1290853433,D:0.0088160977):0.0122507531);	0.1687998697	0.0189836624	0.1290853433	0.0088160977	0.0122507531	-2236.1716881362	(A:0.1474354704,C:0.1007172718,(B:0.0275201532,D:0.0120595233):0.0330233976);	0.1474354704	0.1007172718	0.0275201532	0.0120595233	0.0330233976	-2253.4880499971	(A:0.1750695185,D:0.0117511414,(B:0.0261264092,C:0.1297971789):0.0023011434);	0.1750695185	0.0117511414	0.0261264092	0.1297971789	0.0023011434
